ID;Nombre;Descripción;latitud;longitud;Dirección;Código Postal;Categorías;Subcategorías
164;La Paqui Esoteric Music Club;"<p class=""normal""><strong>Situada en el local que acogió la Sala But (anteriormente la discoteca Pachá), cerca del metro de Tribunal, se trata de una sala de fiestas y conciertos con excelente acústica y visibilidad, con todo lo necesario para acoger actuaciones musicales.  </strong></p><p class=""normal"">La sala, dividida en dos plantas, dispone de más de 3000 m2. En ella se pueden celebrar también eventos corporativos.</p><p>Actualmente, La Paqui continúa con la popular sesión de indie y pop, <strong>8 y Medio</strong>, todos los viernes y sábados, además de programar conciertos durante toda la semana.</p>";40.42700177;-3.699586987;Barceló, 11;28004;Discoteca, Música directo;
165;Gymage Lounge;<p><strong>Situado en la azotea de los antiguos Cines Luna, el Gymage Lounge Resort es una animada terraza-solarium ideal para relajarse, probar el menú del día o tomar un cóctel mientras se disfruta de una maravillosa vista de la ciudad.</strong></p><p>El Gymage Lounge Resort es un espacio que se adapta a todas las épocas del año gracias a una acogedora zona interior y una concurrida terraza con múltiples sofás, camas, butacones y hamacas. En ambas se puede degustar de la cocina del restaurante del local, que ofrece una carta donde encontramos platos informales que van desde el hummus hasta las hamburguesas, pasando por pastas, carpaccios y tartares.</p>;40.4213637;-3.7048132;de la Luna, 2;28004;Terrazas;
166;Gran Madrid Casino Colón;"<p><strong>Situado en el Paseo de Recoletos, en pleno centro de Madrid junto a la emblemática Rana de la Suerte, Gran Madrid Casino Colón se ha convertido en el centro de juego de referencia de la ciudad, avalado por uno de los primeros grupos de juego en España, Gran Madrid, su amplia experiencia y un servicio al cliente exquisito. </strong></p><p>El casino dispone de parking gratuito para clientes justo al lado del casino, en Paseo de Recoletos 37.</p><p>Cuenta con 3 magníficas salas de juego donde pasar una noche memorable:</p><ul><li><p class=""normal"">- La sala de juegos de cartas como el blackjack y punto y banca, con una variedad de mesas tanto tradicionales como electrónicas.</p></li><li><p class=""normal"">- La sala de ruleta donde los usuarios pueden jugar con la velocidad de la americana y el servicio exquisito y profesional de la francesa tanto en mesas tradicionales como electrónicas.</p></li><li><p class=""normal"">- La sala de slots donde se pueden encontrar las máquinas más modernas junto a las más populares, divertidas, emocionantes y con los mejores premios y jackpots.</p></li><li><p class=""normal"">- Un área de juego para fumadores con las mejores slots.</p></li></ul><p>Además, en Gran Madrid Casino Colón se encuentra una de las más variadas cartas de comida oriental en su restaurante chino, <strong>Royal Mandarín</strong>, especializado en gastronomía cantonesa, y con vistas a la sala de juego.</p><p>También se puede disfrutar de unas sofísticadas tapas o de un cóctel preparado en cualquiera de sus bares: <strong>Bond Bar</strong> o <strong>Rhum-rhum</strong>.</p><p> </p>";40.4244916;-3.6914458;de Recoletos, 37 - 41;28004;Bingos - Casinos;
167;Ginkgo Sky Bar;"<p><strong>En la planta 12 del <a href=""https://www.esmadrid.com/alojamientos/vp-plaza-espana-design"">Hotel VP Plaza de España</a> se encuentra esta espectacular terraza con acceso directo desde la calle que cuenta con zonas cubiertas y descubiertas, y unas magníficas vistas panorámicas de Madrid.</strong></p><p>La terraza ofrece la posibilidad de disfrutar de una carta compuesta de platos fusion de cocina mediterránea y japonesa, tanto para comidas como para cenas. También dispone de una amplia variedad de cócteles durante todo el año.</p><p>Uno de sus grandes atractivos es la piscina exterior climatizada con fondo transparente.</p>";40.42277821;-3.711534888;de España, 3;28008;Terrazas;
168;Shôko Madrid;"<p class=""normal""><strong>Esta discoteca, situada en el barrio de La Latina, es el lugar ideal para la celebración de eventos privados y conciertos. De miércoles a domingo, se organizan diferentes fiestas con la mejor música comercial, urban, funky o reggaeton, además de programar conciertos con artistas de todos los géneros.</strong></p><p>La discoteca consta de dos plantas con diferentes espacios. Todos las salas se van adaptando a las temáticas de cada fiesta para ofrecer una noche diferente en cada visita.</p><p>Shôko dispone también de una sala privada, <strong>La Suite by Shôko, </strong>un rincón vanguardista diseñado con un revestimiento lumínico y audiovisual con superposición de celosías translúcidas a modo de ?pieles? que se acompaña de elementos cubiertos de espejo para conseguir transportar a los visitantes a un mundo único y atemporal, impregnado de lujo de estilo oriental.</p>";40.4087556;-3.710546;de Toledo, 86;28005;Discoteca, Música directo;
169;Kube Madrid;<p><strong>A pocos minutos de la Plaza de Castilla se encuentra esta sala de reconocido prestigio tanto por sus sesiones de house como por su terraza chill out y su gran variedad de combinados y destilados, todos ellos de primeras marcas.</strong></p><p>Kube ofrece diferentes tipos de música, aunque prestando especial atención al house. Está decorado de manera elegante y exclusiva, donde destaca una gran barra de laterales acolchados, taburetes de terciopelo y grandes lámparas negras de aire clásico.</p><p>La carta de bebidas se compone de múltiples referencias de ginebras, vodkas, whiskies, rones, cavas y champanes, así como licores especiales, brandy o cognac.</p><p>El local acoge múltiples eventos relacionados con la cultura, la moda y el glamour, así como las actuaciones de los mejores djs del circuito nacional e internacional, además de su dj residente Dann Martín.</p>;40.46012567;-3.691663742;del Poeta Joan Maragall, 38;28020;Bar de copas, Discoteca;
170;Berlín Cabaret;<p><strong>Conserva el misterio y exotismo de los cabarets de los años 30, sus cortinas y terciopelos rojos contribuyen a crear la atmósfera adecuada para los espectáculos que tienen lugar en su interior. Calificado como uno de los mejores locales de Europa por la calidad de sus instalaciones, la diversión está garantizada cada noche.</strong></p><p>De lunes a jueves funciona como cabaret-espectáculo y los fines de semana, como bar de copas. Además, organizan todo tipo de fiestas, como las de Halloween y Carnaval, en las que el local se decora originalmente, acorde con la celebración. No es extraño ver por allí desde drag-queens a jóvenes desenfadados o ejecutivos encorbatados. En sus actuaciones animan a participar al público, quienes no dudan en perder la vergüenza y subir al escenario.</p>;40.4123019;-3.7107744;Costanilla de San Pedro, 11;28005;Bar de copas, Música directo;
171;Marula Club Madrid;<p><strong>Lugar de referencia para la música negra en Madrid que, tras casi dos años en silencio debido a la pandemia, vuelve a encender las luces y su sistema de sonido para ofrecer sesiones de house, funky, música disco y afroamericana, además de una gran variedad de conciertos.</strong></p><p><br />En esta nueva etapa, su oferta musical estará dividida según su hora de apertura. Durante las noches se podrá bailar al ritmo de sus exclusivas sesiones de DJs con muchos de los artistas que han estado desde los inicios del Marula, como Javi Frías, Simón García o Wiggler. También con residentes de potentes fiestas y colectivos como Daniel Träumt, GTA o Carla Luque, así como nuevas caras de la noche madrileña. Muy pronto, además, se empezará a contar con artistas internacionales para enriquecer aún más su propuesta. Por las tardes y desde los miércoles tendrán una completa programación de conciertos, y los domingos por la tarde, para culminar la semana, distintas propuestas musicales como soul, r&b, jazz o lives de electrónica.</p>;40.413483;-3.71328;de Caños Viejos, 3;28005;Bar de copas, Música directo;
172;Sweet Dreams El Viso;<p><strong>El barrio de El Viso, en Chamartín, acoge este bar de copas en el que se celebran actuaciones musicales en directo y divertidas sesiones de DJ?s, aderezadas con productos de calidad.</strong></p><p>El local se divide en dos plantas que están decoradas de manera elegante y con clase, pero con el toque gamberro de los años 80. Cada detalle está cuidado al máximo, fusionando el diseño más innovador con la comodidad.</p><p>Sweet Dreams El Viso también es una buena opción como afterwork, para comenzar la fiesta desde por la tarde y enlazar con las noches, así como para celebrar eventos privados.</p>;40.4461879;-3.6865565;de Joaquín Costa, 27;28002;Bar de copas, Música directo;
173;Terraza Atenas;"<p><strong>Ubicada en el interior del Parque de Atenas, a los pies de la <a href=""https://www.esmadrid.com/informacion-turistica/catedral-de-la-almudena"">Catedral de la Almudena </a>y próxima a Madrid Río, esta terraza ofrece cócteles y ginebras de gran calidad en un entorno privilegiado y tranquilo, rodeado de naturaleza.</strong></p><p>Este lugar, que antiguamente fue parte del Campo del Moro, lo compró Felipe II en 1590 para establecer la tela de la corte, nombre medieval con el que se designaba el espacio donde los caballeros realizaban sus justas. </p>";40.4138977;-3.7151891;de Segovia , s/n;28005;Terrazas;
174;Flamenco de Leones;"<p><strong>Situado frente a la Puerta de Alcalá, este nuevo espacio gastronómico y de flamenco del grupo Ramses District recupera la esencia de los Cafés Cantantes de antaño para ofrecer una experiencia completa y exclusiva, quintaesencia del flamenco, el arte popular y la gastronomía selecta, con espectáculos diarios de martes a sábado en los que no pueden faltar el cante, el toque y baile flamenco.</strong></p><p>El tablao, con aforo para 70 personas, se sitúa en la primera planta del edificio que acoge el espacio gastronómico <strong><a href=""https://www.esmadrid.com/restaurantes/ramses"">Ramses</a></strong>, justo encima de la taberna de estilo castizo, <strong><a href=""https://www.esmadrid.com/restaurantes/patio-leones"">Patio de Leones</a></strong>.</p><p>El espectáculo, bajo la Dirección Artística de Jonatan Miró, recorre los estilos del flamenco, desde una visión moderna en la que tradición y vanguardia se dan la mano con artistas profesionales de primer nivel internacional.</p><p>El precio del espectáculo es de 55 ? por persona, incluyendo una bebida, pudiéndose acudir sólo a disfrutar del espectáculo, para lo que se recomienda llegar sobre las 21:45 h.</p><p>Su propuesta gastronómica empieza con una selección de las mejores tapas y acaba con los sabores más puros y andaluces de la cocina tradicional española, contando con las mejores materias primas. Para ello, dispone de tres opciones de menú: Menú Lunares, Menú Duende y Menú Castañuelas, de 60, 70 y 80?, respectivamente, cuyo precio se sumaría al de la entrada.</p><p><img alt=""Flamenco de Leones"" data-picture-align=""right"" data-picture-mapping=""responsive_image"" height=""243"" src=""https://www.esmadrid.com/sites/default/files/styles/large/public/recursosturisticos/noche/flamenco_de_leones_2.jpg?itok=L2U2nR8h"" title=""Flamenco de Leones"" width=""480"" />Además, este espacio único, original y elegante, cuenta con los diseños de arquitectura e interiorismo del prestigioso estudio de Jouin Mankú, obras de arte del reconocido pintor Iván Floro, y maravillosos murales de Sergio Mora, cuyas creaciones contribuyen a crear una atmósfera muy especial.</p>";40.4206929;-3.6889989;de la Independencia, 4, 1ª planta;28001;Flamenco;
175;El perro de la parte de atrás del coche;<p><strong>Este local mítico de la escena underground madrileña, situado en el barrio de Malasaña, se divide en dos zonas: una más tranquila a la entrada donde tomar copas, y otra, en la planta baja, con estética de cueva, con un ambiente pensado para el baile, amenizado por una buena selección musical.</strong></p><p>También cuentan con actuaciones de música en directo (jueves y sábados), cuya programación se caracteriza por ser arriesgada e innovadora 100%.</p>;40.422302;-3.703874;de la Puebla, 15;28004;Bar de copas, Música directo;
176;Uñas Chung Lee;"<p><strong>De la mano de la productora y promotora de espectáculos LetsGo Company, artífice de la saga The Hole y del local de moda <a href=""https://www.esmadrid.com/noche/medias-puri-secret"">Medias Puri</a>, este espacio de ocio nocturno, que repite la fórmula de club pseudoclandestino, ofrece la posibilidad de vivir una experiencia alocada y divertida gracias a sus espectáculos inspirados en el lejano oriente, a su variada propuesta musical y a su estética asiática - futurista.</strong></p><p>Nada más entrar en Uñas Chung Lee el visitante se encuentra con un local de manicura al uso, donde, efectivamente, se pueden hacer las uñas en su nail spa. Hacia el fondo se encuentra el acceso a la discoteca, en la que se puede bailar al ritmo de los grandes éxitos musicales de ayer y de hoy, disfrutar de las acrobacias y coreografías de sus bailarines y actores e, incluso, demostrar las dotes de cantante en un karaoke coreano.</p>";40.4361916;-3.716261;Hilarión Eslava, 38;28015;Discoteca;
177;El Espejo Nouveau;<p><strong>El Espejo Nouveau destaca por su decoración estilo <em>art-nouveau</em>, que recuerda el ambiente de los cafés literarios de principios del siglo XX. Reformado en 2019, se trata de un clásico e histórico punto de encuentro de artistas, intelectuales y empresarios, que cuenta con un restaurante a pie de calle y un pabellón acristalado y una terraza en el bulevar del Paseo de Recoletos.</strong></p><p>La carta del Nouveau se compone de desayunos, aperitivos, distintos tipos de menús (diarios, de fin de semana, de noche, infantil, para grupos), meriendas (con sus especialidades: tarta de chocolate, chocolate con churros o bizcochos), una gran variedad de cócteles y combinados, así como de una amplia oferta de platos de la gastronomía española.</p><p>Dentro de sus servicios se encuentra la posibilidad de pedir comida para llevar o envío a domicilio.</p>;40.4237307;-3.6916361;de Recoletos, 31;28004;Cafés, Terrazas;
178;Karaoke Duarciñan;<p>El karaoke Duarciñan, situado en la zona de Madrid Río, es un pub de trato familiar que lleva más de diez años en funcionamiento y en el que además se pueden celebrar todo tipo de eventos y fiestas privadas. Cuenta con más de 30.000 canciones que se van actualizando periodicamente.</p>;40.406518;-3.7197707;Paradinas, 1;28005;Karaokes;
179;Terraza Cibeles;"<p><strong>Situado en la sexta planta del <a href=""https://www.esmadrid.com/informacion-turistica/centrocentro-palacio-de-cibeles"">Palacio de Cibeles</a>, actual sede del Ayuntamiento de Madrid, se encuentra este bar ? coctelería en el que poder disfrutar de unas vistas inmejorables de la Plaza de Cibeles, la calle Alcalá, el Paseo de Recoletos y el Paseo del Prado, así como del skyline madrileño.</strong></p><p>Su carta, diseñada por el grupo de restauración Adolfo, del chef Adolfo Muñoz, dispone de platos para compartir, menús del día (entre semana), brunch (fines de semana) y postres, una gran variedad de cócteles con y sin alcohol, una amplia selección de vinos, cavas y <em>champagnes</em>, así como de refrescos y cafés.</p><p>Para tomar algo no es necesario reservar mesar, pudiendo acceder siempre que el aforo lo permita con un abono en la entrada de 10? como consumición mínima.</p>";40.41885456;-3.692312837;de Cibeles, 1;28014;Coctelerías, Terrazas;
180;Karaoke Katakana;<p><strong>Desde 2006, este karaoke situado en la Avenida de América, junto al intercambiador, ofrece una gran variedad de canciones en diferentes idiomas para pasar un rato divertido cantando y tomando algo.</strong></p><p>El local cuenta con tres zonas diferenciadas y comunicadas en el local: una amplia barra, zona de mesas altas con vista al escenario, y confortable salón con butacas. Dispone de una excelente sonorización y un equipo de sonido digital de primera calidad.</p><p>En él se pueden celebrar todo tipo de eventos privados.</p><p> </p>;40.4387696;-3.67412746;de Ámerica, 22;28042;Karaokes;
181;Elefante Blanco;<p><strong>En el corazón de Chamartín, en el barrio de Prosperidad, se encuentra esta espectacular sala de conciertos y discoteca que ocupa el lugar del mítico ?La Buena Dicha?. </strong></p><p>Elefante Blanco destaca por su magnífico escenario y su acústica. En él se programa música en vivo de distintos géneros, así como monólogos, clubbing, etc?</p>;40.4451673;-3.6698744;de Santa Hortensia, 14;28002;Discoteca, Música directo;
182;El Lucero;<p><!-- x-tinymce/html --></p><p><strong>Situado entre el Congreso de los Diputados y el Museo Nacional Thyssen-Bornemisza se encuentra este centro de flamenco y danza en el que, además de impartir cursos y talleres, también organizan espectáculos de flamenco los sábados por la tarde ? noche.</strong></p><p>El centro ofrece clases de baile flamenco, cante flamenco, guitarra y cajón, así como danza española, sevillanas, ballet, danza contemporánea, cursos especiales para niños, yoga, pilates, zumba y meditación chi-kung, entre otros.</p><p>Todos los sábados, ofrecen un espectáculo flamenco presentado por jóvenes artistas en el que se combina el flamenco de ayer y de hoy, dirigido al público en general. Durante el show se ofrece un aperitivo.</p><p>El Lucero dispone también de seis salas totalmente equipadas e insonorizadas para realizar grabaciones musicales.</p><p> </p>;40.4161633;-3.6954489;del Marqués de Cubas, 25;28014;Flamenco;
183;Cereal Hunters Café;<p><strong>En este local, situado en la zona de Salesas, los protagonistas absolutos son los cereales, que se pueden consumir en cualquier momento del día, acompañados de una amplia variedad de leches y toppings.</strong></p><p>Se trata de la primera cafetería de cereales que abre en nuestro país, cuyo objetivo es que la gente pueda desayunar como en su casa. Cuentan con 160 tipos de cereales, tanto nacionales como internacionales y más de 20 tipos diferentes de leches animales y vegetales, para tomar en el local o para llevar, además de una gran variedad de toppings, desde mini-galletitas a fruta fresca pasando por marshmallows, M&M?S o Filipinos.</p><p>La cadena cuenta con otras cafeterías en las calles Conde de Miranda, 4, Reina, 1 y Alcalá, 90.</p>;40.42731621;-3.698841333;de Mejía Lequerica, 14 ;28004;Cafés;
184;Café Barbieri;<p><strong>Junto a la Plaza de Lavapiés se encuentra este centenario café fundado en 1902. Decorado con el encanto de los tradicionales cafés de principios del siglo XX, es el lugar perfecto para disfrutar de una buena conversación mientras se toma algo, ya que sirven desde cafés a refrescos, cócteles y copas.</strong><br />Tras haber sido reformado, el Barbieri ofrece desayunos, medias mañanas, comidas, meriendas, cenas y cócteles en cualquiera de sus dos salones. Su oferta gastronómica, está compuesta por una completa carta de cocina italiana dividida en platos para compartir, ensaladas, pastas y postres, además de un listado para desayunos y meriendas, entre los que se incluyen tostas, sándwiches, pinchos de tortilla, bollería, cafés clásicos o especiales y <em>smoothies</em>.<br />En su anterior etapa, organizaban sesiones de flamenco, micro abierto o jazz, actividades que volverán a retomar próximamente junto con otros proyectos relacionados con el arte. <br />El Café Barbieri ha sido escenario central de la película El Sur, de Víctor Erice, rodada en 1983, y también se le menciona en la novela Travesuras de la niña mala, del escritor Mario Vargas Llosa.<br /> </p>;40.40928287;-3.700909317;del Ave Maria, 45;28012;Cafés, Música directo;
185;El Rincón de la Rodríguez;<p><strong>Este café-teatro del barrio de Prosperidad se ha convertido en punto de encuentro para los amantes de la música clásica, la ópera y la zarzuela. Creado por la prestigiosa soprano María Rodríguez, sobre su escenario se puede disfrutar de óperas, zarzuelas, coplas, couples y danza clásica española mientras se cena o se toma algo. También cuenta con una terraza espaciosa.</strong></p><p>Con una decoración semejante a los teatros parisinos de los años 20, el local cuenta con los artistas de la compañía de María Rodríguez: el bailarín Luis Ortega, el tenor Albert Montserrat, el bajo-barítono Jesús Lumbreras, el barítono Carlos London, la soprano Andreína Williams Araujo, el barítono Antonio Alonso, el director Sergio Kuhlmann y la actriz y cantante Aurora Frías, quienes se encargan de amenizar las cenas espectáculo los viernes y sábados desde las 21:00 h.</p><p>El espacio también puede ser reservado para todo tipo de eventos.</p>;40.4405497;-3.671225309;del Corazón de María, 6;28002;Cafés, Música directo;
186;Moby Dick;<p><strong>Próximo al Paseo de la Castellana y a la zona de Azca, Moby Dick es uno de los clubes referentes dentro del circuito de salas de conciertos de Madrid. Desde su apertura en 1992, en él se puede disfrutar de música en directo, principalmente <em>indie rock</em>, pero también <em>metal</em>, pop,<em> folk</em>, <em>soul, jazz</em>... así como de </strong> <strong>artes escénicas y stand-up comedy.</strong><strong> Y al bajar el telón, la sala se convierte en un divertido bar de copas, donde escuchar la mejor música indie actual, así como los <em>hits</em> más destacados del <em>pop-rock. </em></strong><em> </em></p><p>La decoración del local destaca por sus motivos marineros, que conviven junto a guitarras eléctricas. Además, la sala dispone de una acogedora terraza abierta durante todo el año, resguardada del sol en verano y del frío en invierno, así como de parking gratuito.</p><p>La programación de Moby Dick apuesta por bandas poco conocidas o fuera de los circuitos comerciales, brindándoles la posibilidad de darse a conocer sobre su escenario, por el que también han pasado intérpretes de la talla de Ash, Australian Blonde, Antonio Vega, Big Soul, Burning, The Christians, Dover, Los Enemigos, Los Flechazos, La Frontera, Fundación Tony Manero, Gabinete Caligari, Kiko Veneno, Los Limones, M-Clan, Mama, Nancho Novo, Chavela Vargas, Pablo Carbonell, Pereza, Petersellers, Pistones, Los Planetas, Los Refrescos, Los Ronaldos, Sexy Sadie, Sidonie, entre otros muchos.</p><p> </p>;40.45449084;-3.693975806;de Brasil, 5;28020;Bar de copas, Música directo, Terrazas;
187;La Cantina (Cineteca Matadero);"<p><strong>Situada en la antigua sala de calderas del Matadero Municipal, en este rehabilitado espacio con aires vanguardistas se puede disfrutar de la cocina ofrecida por <a href=""https://www.oliviatecuida.net/"" target=""_blank"">Olivia te Cuida,</a> un peculiar proyecto culinario dirigido a todos aquellos que les gusta comer casero, sano, ecológico y con un toque gourmet, en un ambiente acogedor con el plus de su patio, un lugar perfecto para refrescarse en los meses de verano. </strong></p><p>La Cantina ha sido galardonada con un Solete por la Guía Repsol en la categoría de Mejor Terraza en junio de 2021.</p>";40.3915307;-3.696389794;de Legazpi, 8;28045;Cafés, Terrazas;
188;Josealfredo Bar;<p><strong>Esta coctelería de estilo americano es una de las más populares de Madrid. Situada en las inmediaciones de la Gran Vía, ofrece una amplia variedad de combinados, bebidas de marcas premium y numerosas variedades de <em>gin-tonics</em>, su especialidad.</strong></p><p>Se encuentran en su carta clásicos de la coctelería como el Manhattan, el Cosmopolitan o el Bloody Mary, que se acompañan de otros creados por el propio establecimiento, tales como el British Collins, el Josealfredo o el Tinto Latino. Entre los <em>gin-tonics</em>, encontramos una oferta de cerca de 30 referencias.</p><p>La atmósfera de Josealfredo es acogedora, con una luz tenue que da ambiente a un local estrecho y largo, precedido por una larga barra que continúa en una sala de pequeñas mesas y sofás corridos de estilo retro. Completa este estilo relajado su fondo musical, en el que destaca el soul, el funky o el jazz reproducidos a un volumen suave que fomenta la conversación.</p>;40.4215672;-3.705899;de Silva, 22;28004;Coctelerías;
189;Terraza Hotel Emperador;"<p><strong>Situada en la décima planta del <a href=""https://www.esmadrid.com/alojamientos/hotel-emperador"">Hotel Emperador</a>, desde esta terraza se consigue una perspectiva inigualable de la Gran Vía madrileña. Renovada por el arquitecto Nacho García de Vinuesa, este espacio abre durante todo el año, ya que cuenta con zonas climatizadas y acondicionadas para el frío y la lluvia.</strong></p><p>Durante la temporada de primavera ? verano (1 mayo - 30 septiembre), se convierte en un elegante beach club durante el día, gracias a su gran piscina, que data de 1948. La propuesta gastronómica corre a cargo de su restaurante snack bar, compuesta de platos frescos y veraniegos. Abierta al público en general, con el <a href=""https://www.emperadorhotel.com/es/terraza/#cookies-alert-wrapper"" target=""_blank"">precio de la entrada</a> se incluye 1 toalla, una tumbona y una copa de Möet Ice.</p><p>Por las tardes, se convierte en un cóctel bar desde el que poder disfrutar de los mejores atardeceres de Madrid con un combinado.</p><p>El hotel Emperador ofrece, además, una visita guiada en la terraza para grupos contratados con antelación (mínimo 15 personas), en la que un guía oficial explica a los visitantes los lugares más emblemáticos que se divisan desde la azotea, así como la particular historia del hotel y el espacio sobre el que se eleva en la Gran Vía.</p>";40.42140399;-3.708128482;Gran Vía, 53;28013;Coctelerías, Terrazas;
190;Club Malasaña;"<p><strong>Esta sala, de cuidada estética, se encuentra en el lugar en el que estuvo Elígeme, mítico espacio de la movida madrileña de la década de 1980, posteriormente convertido en Sala Taboo.</strong></p><p>Un lugar donde es posible escuchar música fuera de lo convencional como italo disco, cumbia o cumbia electrónica. Su decoración tampoco deja indiferente: terciopelo, toques dorados, lámparas de araña y espejos crean un ambiente muy especial.</p><p>Para reservar entrada, entra <a href=""https://dice.fm/venue/club-malasaa-mm2r"" target=""_blank"">aquí</a>.</p>";40.425651;-3.7031697;de San Vicente Ferrer, 23;28004;Bar de copas, Discoteca;
191;Pacific;<p>Situado en el barrio del Retiro, este local cuenta con una variada oferta de cócteles, cervezas premium y Gin & Tonics. Es la elección perfecta para los planes afterwork, diversos eventos y actividades culturales e incluso cenas, así como para acudir con amigos y familia y disfrutar con la selección musical mientras se echa una partida de billar o de dardos.</p>;40.407284;-3.677215;del Mediterraneo, 6;28007;Bar de copas, Coctelerías, Música directo;
192;Clamores;"<p class=""normal""><strong>Esta cosmopolita sala, abierta en 1981 en el barrio de Chamberí, reproduce el estilo de los locales londinenses y neoyorquinos dedicados al jazz y al soul. Entre las estrellas que han desfilado por su escenario se encuentran Terence Blanchard, Pedro Iturralde, Joe Henderson o Chano Domínguez, entre otros. </strong></p><p>A diario se programan conciertos de jazz de primer nivel nacional e internacional y de las mejores bandas de soul, funk y blues. Ya de madrugada, entre las 2 y las 6, los viernes y sábados Clamores se convierte en una pista de baile con los mejores Dj?s de música negra y nuevas tendencias.</p><p>Además, cuenta con una variada coctelería de calidad servida en su amplia barra o en sus cómodas zonas para sentarse.</p>";40.43121;-3.701033;de Alburquerque, 14;28010;Bar de copas, Discoteca, Música directo;
193;Lucky Dragon;<p><strong>En el lugar en el que estuvo El Fabuloso, de Silvia Superstar, se encuentra este local nocturno de Malasaña, regentado también por la artista. Decoración impactante, música divertida y un karaoke con canciones en chino y castellano son algunas de sus principales bazas para destacar entre el ocio nocturno madrileño.</strong></p><p>El local está inspirado en un callejón de Chinatown, con farolillos chinos, neones y muchos dragones en su planta principal. En la planta inferior la decoración recuerda a los clubs privados de Beijing, con telas de Damasco doradas y murales que recuerdan el Imperio Mandarín, en la que se encuentra el karaoke. En ambas plantas hay mesa de Dj.</p><p>La música que se suele pinchar son temas disco, salsa, italo-disco, y house.</p>;40.421911;-3.7058412;Estrella, 2;28004;Bar de copas, Discoteca, Karaokes;
194;Chocolatería Valor (Ibiza);<p><strong>Sucursal de la popular chocolatería en el distrito de Retiro, cuyo producto estrella es el chocolate con churros, elaborado con los productos de la firma alicantina de chocolates Valor.</strong></p><p>El local, decorado con estilo clásico y sencillo, cuenta con varias mesas de mármol y sillas de madera. Dispone además de una zona destinada a la venta de bombones y otros productos de chocolate. Cuenta con un reservado y dispone de WiFi en todo el local.</p><p>La carta ofrece una gran variedad de chocolates, helados, granizados y bollería diversa, así como café, zumos y batidos. Además, dispone del servicio take away para chocolate con churros.</p><p> </p>;40.41831546;-3.674234748;de Ibiza, 33;28009;Chocolaterías;
195;Agrado Cabaret;<p><strong>Un espacio único en Madrid, donde se dan cita a la vez espectáculos teatrales, coctelería premium y una variada oferta gastronómica basada en una cocina mediterránea y de mercado. Su vocación camaleónica y canalla la han convertido ya en punto de encuentro de caras famosas del cine español y de la escena musical y teatral.</strong></p><p>Agrado Cabaret ofrece una nutrida programación de espectáculos que abarca desde teatro y monólogo hasta conciertos, exposiciones o coloquios de cine. Todo ello disfrutado al máximo con una amplia variedad de cócteles y una carta que se apoya en la de la vecina y consanguínea Taberna Agrado (a dos metros a la vuelta de la esquina).</p><p> </p><h4> </h4>;40.4213928;-3.7037546;Loreto y Chicote, 3;28004;Coctelerías;
196;Skynight;<p><strong>Situada en el piso 13º del Hotel Puerta América, esta terraza goza de unas impresionantes vistas del skyline madrileño. El espacio ha sido diseñado por </strong><strong>el arquitecto francés Jean Nouvel. </strong></p><p>La terraza ofrece la posibilidad de disfrutar de una variada coctelería así como de tapas de diseño.</p><p> </p>;40.440254;-3.670216;de América, 41;28002;Terrazas;
197;Chocolatería Valor (Postigo de San Martín);<p><strong>Sucursal de la popular chocolatería en pleno centro de Madrid, cuyo producto estrella es el chocolate con churros, elaborado por la firma alicantina de chocolates Valor.</strong></p><p>El local, decorado con estilo clásico y sencillo, cuenta con varias mesas de mármol y sillas de madera, así como una terraza exterior. Dispone de tres plantas, wifi en todo el local y una zona destinada a la venta de bombones y otros productos de chocolate. </p><p>La carta ofrece una gran variedad de chocolates, helados, granizados y bollería diversa, así como café, zumos y batidos, y un completo brunch con opciones dulces y saladas. Además, tiene el servicio take away para chocolate con churros.</p>;40.4192017;-3.706190586;Postigo de San Martín, 7;28013;Chocolaterías;
198;Tablao Flamenco La Quimera Plaza Mayor;"<p><strong>Ubicado en la popular calle de Cuchilleros, muy cerca de la <a href=""https://www.esmadrid.com/informacion-turistica/plaza-mayor-madrid"">Plaza Mayor</a>, este tablao ofrece espectáculos flamencos diarios en los que no se usa micrófonos para ayudar a la voz y a la guitarra, así como tampoco cajones de percusión que tapan los errores de compás de los bailaores, ni ningún otro tipo de recurso efectista ni escenografía. Se trata de flamenco en estado puro, donde la improvisación, la emoción, el sentimiento, lo que se conoce como ""duende"", son los que guían a los artistas en el escenario. </strong></p><p>Además de ofrecer estos shows, el tablao se transforma en sala rociera a partir de las 24:00 h, con música en directo todos los días para bailar al ritmo de sevillanas y rumbas.<strong> </strong>Los sábados y domingos ofrecen al mediodía un aperitivo flamenco amenizado también con música en directo y entrada libre.</p><p>En la cocina de La Quimera se preparan platos típicos de la cocina española, siempre prestando atención a la calidad del producto.</p><p>Además, se dan clases de flamenco una hora y media antes del espectáculo.</p>";40.4145441;-3.7079542;de Cuchilleros, 7;28005;Flamenco;
